categoria,subcategoria,descripcion,precio
Yogures y postres,Arroz con leche y postre tradicional,Arroz con leche con canela Caprichoso tarrina 450 g,"1,49 €
(3,31 €/KILO)"
Yogures y postres,Natillas y flan,Natillas sabor vainilla Caprichoso pack 6 x 125 g,"1,59 €
(2,12 €/KILO)"
Yogures y postres,Natillas y flan,Flan de vainilla Caprichoso pack 6 x 100 g,"0,99 €
(1,65 €/KILO)"
Yogures y postres,Natillas y flan,Copa de chocolate y nata Caprichoso pack 4 x 115 g,"1,39 €
(3,02 €/KILO)"
Yogures y postres,Natillas y flan,Flan de huevo con caramelo Caprichoso pack 4 x 100 g,"1,35 €
(3,38 €/KILO)"
Yogures y postres,Natillas y flan,Natillas de vainilla con galleta Caprichoso pack 4 x 125 g,"1,25 €
(2,50 €/KILO)"
Yogures y postres,Natillas y flan,Flan de queso Caprichoso pack 4 x 100 g,"1,99 €
(4,98 €/KILO)"
Yogures y postres,Natillas y flan,Natillas de chocolate con bizcocho Caprichoso pack 4 x 125 g,"1,59 €
(3,18 €/KILO)"
Yogures y postres,Natillas y flan,Natillas de vainilla Danet pack 4 x 120 g,"1,99 €
(4,15 €/KILO)"
Yogures y postres,Natillas y flan,Copa de vainilla con caramelo y nata Caprichoso pack 4 x 115 g,"1,39 €
(3,02 €/KILO)"
Yogures y postres,Natillas y flan,Natillas con galleta Reina pack 4 x 125 g,"1,59 €
(3,18 €/KILO)"
Yogures y postres,Gelatinas y otros postres,Tarta de queso Caprichoso tarrina 100 g,"1,15 €
(11,50 €/KILO)"
Yogures y postres,Gelatinas y otros postres,Gelatina de fresa Sueños pack 6 x 100 g,"0,99 €
(1,65 €/KILO)"
Yogures y postres,Gelatinas y otros postres,Mousse de chocolate con leche Caprichoso pack 4 x 60 g,"1,05 €
(4,38 €/KILO)"
Yogures y postres,Gelatinas y otros postres,"Gelatina de fresa, limón y multifruta Sueños pack 6 x 100 g","0,99 €
(1,65 €/KILO)"
Yogures y postres,Gelatinas y otros postres,Gelatina sabor fresa sin azúcar Royal pack 4 x 90 g,"1,79 €
(4,97 €/KILO)"
Yogures y postres,Gelatinas y otros postres,Cheesecake Caprichoso pack 2 x 90 g,"1,65 €
(9,17 €/KILO)"
Yogures y postres,Gelatinas y otros postres,Gelatina sabor frutas alto en proteínas Dia Láctea pack 4 x 100 g,"1,25 €
(3,13 €/KILO)"
Yogures y postres,Gelatinas y otros postres,Tiramisú Caprichoso pack 2 x 90 g,"1,29 €
(7,17 €/KILO)"
Yogures y postres,Gelatinas y otros postres,Carrot cake Caprichoso pack 2 x 90 g,"1,49 €
(8,28 €/KILO)"
Yogures y postres,Gelatinas y otros postres,Postre Mario Vaquerizo de chocolate con caramelo salado Caprichoso pack 2 x 110 g,"1,99 €
(9,05 €/KILO)"
"Arroz, pastas y legumbres",Arroz,Arroz extra Arrozona bolsa 1 Kg,"1,30 €
(1,30 €/KILO)"
"Arroz, pastas y legumbres",Arroz,Arroz largo de primera categoría Arrozona bolsa 1 Kg,"1,30 €
(1,30 €/KILO)"
"Arroz, pastas y legumbres",Arroz,Arroz basmati Selección Mundial paquete 1 Kg,"2,54 €
(2,54 €/KILO)"
"Arroz, pastas y legumbres",Arroz,Arroz bomba Arrozona paquete 1 Kg,"4,90 €
(4,90 €/KILO)"
"Arroz, pastas y legumbres",Arroz,Arroz redondo SOS paquete 1 Kg,"1,80 €
(1,80 €/KILO)"
"Arroz, pastas y legumbres",Arroz,Arroz redondo Al Punto vaso 2 x 125 g,"1,19 €
(4,76 €/KILO)"
"Arroz, pastas y legumbres",Arroz,Arroz basmati Brillante vaso 2 x 125 g,"1,39 €
(5,56 €/KILO)"
"Arroz, pastas y legumbres",Arroz,Arroz vaporizado Arrozona bolsa 1 Kg,"1,54 €
(1,54 €/KILO)"
"Arroz, pastas y legumbres",Arroz,Arroz redondo Brillante paquete 1 Kg,"2,68 €
(2,68 €/KILO)"
"Arroz, pastas y legumbres",Arroz,Arroz integral Brillante vaso 2 x 125 g,"1,29 €
(5,16 €/KILO)"
"Arroz, pastas y legumbres",Pastas,Macarrón Al Diante bolsa 1 Kg,"1,35 €
(1,35 €/KILO)"
"Arroz, pastas y legumbres",Pastas,Espagueti Al Diante bolsa 1 Kg,"1,35 €
(1,35 €/KILO)"
"Arroz, pastas y legumbres",Pastas,Espirales tricolor Al Diante bolsa 500 g,"0,95 €
(1,90 €/KILO)"
"Arroz, pastas y legumbres",Pastas,Fideo cabellín Al Diante bolsa 500 g,"0,82 €
(1,64 €/KILO)"
"Arroz, pastas y legumbres",Pastas,Espaguetis nº 3 Gallo bolsa 450 g + 50%,"1,33 €
(2,96 €/KILO)"
"Arroz, pastas y legumbres",Pastas,Pluma nº 6 Gallo bolsa 450 g,"1,33 €
(2,96 €/KILO)"
"Arroz, pastas y legumbres",Pastas,Espagueti nº 5 Barilla caja 500 g,"1,79 €
(3,58 €/KILO)"
"Arroz, pastas y legumbres",Pastas,Pasta de tiburones Al Diante bolsa 500 g,"0,82 €
(1,64 €/KILO)"
"Arroz, pastas y legumbres",Pastas,Tallarines Al Diante bolsa 500 g,"0,82 €
(1,64 €/KILO)"
"Arroz, pastas y legumbres",Pastas,Macarrón Al Diante bolsa 500 g,"0,82 €
(1,64 €/KILO)"
"Arroz, pastas y legumbres",Garbanzos,Garbanzos extra Vegecampo bolsa 1 Kg,"2,69 €
(2,69 €/KILO)"
"Arroz, pastas y legumbres",Garbanzos,Garbanzo pedrosillano Vegecampo bolsa 1 Kg,"1,95 €
(1,95 €/KILO)"
"Arroz, pastas y legumbres",Garbanzos,Garbanzos cocidos extra Vegecampo frasco 400 g,"0,85 €
(2,13 €/KILO)"
"Arroz, pastas y legumbres",Garbanzos,Garbanzos cocidos extra Vegecampo frasco 210 g,"0,70 €
(3,33 €/KILO)"
"Arroz, pastas y legumbres",Garbanzos,Garbanzo cocido pedrosillano Vegecampo frasco 400 g,"1,05 €
(2,63 €/KILO)"
"Arroz, pastas y legumbres",Garbanzos,Hummus clásico Al Punto tarrina 220 g,"1,29 €
(5,86 €/KILO)"
"Arroz, pastas y legumbres",Garbanzos,Garbanzos cocidos bajo contenido en sal Vegecampo frasco 400 g,"0,99 €
(2,48 €/KILO)"
"Arroz, pastas y legumbres",Garbanzos,Garbanzos cocidos Luengo frasco 400 g,"1,04 €
(2,60 €/KILO)"
"Arroz, pastas y legumbres",Garbanzos,Garbanzos Luengo bolsa 1 Kg,"3,79 €
(3,79 €/KILO)"
"Arroz, pastas y legumbres",Garbanzos,Garbanzos con verduras cocidas Luengo frasco 400 g,"1,45 €
(3,63 €/KILO)"
"Arroz, pastas y legumbres",Alubias,Alubias blancas Vegecampo bolsa 1 Kg,"2,09 €
(2,09 €/KILO)"
"Arroz, pastas y legumbres",Alubias,Alubias pintas Vegecampo bolsa 1 Kg,"2,29 €
(2,29 €/KILO)"
"Arroz, pastas y legumbres",Alubias,Alubia negra Vegecampo bolsa 500 g,"1,20 €
(2,40 €/KILO)"
"Arroz, pastas y legumbres",Alubias,Alubias blancas bajo contenido en sal Vegecampo frasco 400 g,"0,95 €
(2,38 €/KILO)"
"Arroz, pastas y legumbres",Alubias,Alubias rojas cocidas Vegecampo frasco 400 g,"1,05 €
(2,63 €/KILO)"
"Arroz, pastas y legumbres",Alubias,Alubias pintas cocidas Vegecampo frasco 400 g,"1,10 €
(2,75 €/KILO)"
"Arroz, pastas y legumbres",Alubias,Alubias blancas con verduras Vegecampo frasco 400 g,"1,15 €
(2,88 €/KILO)"
"Arroz, pastas y legumbres",Alubias,Alubias blancas extra Vegecampo frasco 210 g,"0,70 €
(3,33 €/KILO)"
"Arroz, pastas y legumbres",Alubias,Alubia cocida Luengo frasco 400 g,"1,25 €
(3,13 €/KILO)"
"Arroz, pastas y legumbres",Alubias,Alubias blancas Luengo bolsa 1 Kg,"3,75 €
(3,75 €/KILO)"
"Arroz, pastas y legumbres",Lentejas,Lentejas cocidas Vegecampo frasco 400 g,"0,90 €
(2,25 €/KILO)"
"Arroz, pastas y legumbres",Lentejas,Lenteja castellana Vegecampo bolsa 1 Kg,"1,88 €
(1,88 €/KILO)"
"Arroz, pastas y legumbres",Lentejas,Lenteja roja Vegecampo bolsa 1 Kg,"1,89 €
(1,89 €/KILO)"
"Arroz, pastas y legumbres",Lentejas,Lenteja pardina Luengo bolsa 500 g,"1,95 €
(3,90 €/KILO)"
"Arroz, pastas y legumbres",Lentejas,Lenteja pardina Luengo bolsa 1 Kg,"3,79 €
(3,79 €/KILO)"
"Arroz, pastas y legumbres",Lentejas,Lentejas cocidas Vegecampo frasco 210 g,"0,75 €
(3,57 €/KILO)"
"Arroz, pastas y legumbres",Lentejas,Lenteja pardina Legumbres La Asturiana bolsa 500 g,"2,45 €
(4,90 €/KILO)"
"Arroz, pastas y legumbres",Lentejas,Lenteja pardina cocida Luengo frasco 400 g,"1,45 €
(3,63 €/KILO)"
"Arroz, pastas y legumbres",Lentejas,Lenteja roja pelada Luengo bolsa 400 g,"2,39 €
(5,98 €/KILO)"
"Arroz, pastas y legumbres",Lentejas,Lenteja pardina Legumbres La Asturiana bolsa 1 Kg,"4,80 €
(4,80 €/KILO)"
"Arroz, pastas y legumbres",Quinoa y couscous,Quinoa blanca y roja Brillante vaso 2 x 125 g,"1,59 €
(6,36 €/KILO)"
"Arroz, pastas y legumbres",Quinoa y couscous,Cous cous Gallo caja 500 g,"1,99 €
(3,98 €/KILO)"
"Arroz, pastas y legumbres",Quinoa y couscous,Quinoa bolsa 500 g,"2,60 €
(5,20 €/KILO)"
"Arroz, pastas y legumbres",Quinoa y couscous,Couscous El forsane caja 750 g,"2,15 €
(2,87 €/KILO)"
"Aceites, salsas y especias",Aceites,Aceite de oliva virgen extra La Almazara del Olivar garrafa 3 l,"29,55 €
(9,85 €/LITRO)"
"Aceites, salsas y especias",Aceites,Aceite de oliva suave La Almazara del Olivar garrafa 5 l,"46,00 €
(9,20 €/LITRO)"
"Aceites, salsas y especias",Aceites,Aceite de oliva intenso La Almazara del Olivar garrafa 5 l,"46,00 €
(9,20 €/LITRO)"
"Aceites, salsas y especias",Aceites,Aceite de oliva suave La Almazara del Olivar botella 1 l,"9,25 €
(9,25 €/LITRO)"
"Aceites, salsas y especias",Aceites,Aceite refinado de girasol Diasol botella 1 l,"1,55 €
(1,55 €/LITRO)"
"Aceites, salsas y especias",Aceites,Aceite de orujo de oliva La Almazara del Olivar botella 1 l,"5,19 €
(5,19 €/LITRO)"
"Aceites, salsas y especias",Aceites,Aceite de oliva virgen La Almazara del Olivar botella 1 l,"9,55 €
(9,55 €/LITRO)"
"Aceites, salsas y especias",Aceites,Aceite de oliva suave Carbonell botella 1 l,"13,89 €
(13,89 €/LITRO)"
"Aceites, salsas y especias",Aceites,Aceite de oliva suave La española botella 1 l,"13,45 €
(13,45 €/LITRO)"
"Aceites, salsas y especias",Aceites,Aceite de oliva virgen extra Carbonell botella 750 ml,"10,89 €
(14,52 €/LITRO)"
"Aceites, salsas y especias",Vinagres y aliños,Vinagre de vino blanco Aliña tu Dia botella 1 l,"0,75 €
(0,75 €/LITRO)"
"Aceites, salsas y especias",Vinagres y aliños,Vinagre balsámico de módena Selección Mundial botella 500 ml,"2,39 €
(4,78 €/LITRO)"
"Aceites, salsas y especias",Vinagres y aliños,Crema de vinagre de módena Aliña tu Dia botella 250 ml,"1,99 €
(7,96 €/LITRO)"
"Aceites, salsas y especias",Vinagres y aliños,Vinagre de manzana Aliña tu Dia botella 1 l,"0,90 €
(0,90 €/LITRO)"
"Aceites, salsas y especias",Vinagres y aliños,Vinagre de jerez reserva dop Delicias de Dia botella 250 ml,"1,99 €
(7,96 €/LITRO)"
"Aceites, salsas y especias",Vinagres y aliños,Crema vinagre de módena sin azúcares añadidos Vulpi botella 400 ml,"1,79 €
(4,48 €/LITRO)"
"Aceites, salsas y especias",Vinagres y aliños,Aderezo de limón Aliña tu Dia botella 50 cl,"0,99 €
(1,98 €/LITRO)"
"Aceites, salsas y especias",Vinagres y aliños,Crema de vinagre de módena con frambuesa Aliña tu Dia botella 250 ml,"2,35 €
(9,40 €/LITRO)"
"Aceites, salsas y especias",Vinagres y aliños,Vinagre de vino blanco Ybarra botella 1 l,"1,05 €
(1,05 €/LITRO)"
"Aceites, salsas y especias",Vinagres y aliños,Vinagre balsámico de módena Borges botella 250 ml,"2,19 €
(8,76 €/LITRO)"
"Aceites, salsas y especias",Tomate,Tomate frito Vegecampo brik 3 x 390 g,"1,65 €
(1,41 €/KILO)"
"Aceites, salsas y especias",Tomate,Tomate frito Vegecampo brik 3 x 215 g,"1,25 €
(1,94 €/KILO)"
"Aceites, salsas y especias",Tomate,Tomate triturado Vegecampo lata 780 g,"0,98 €
(1,26 €/KILO)"
"Aceites, salsas y especias",Tomate,Tomate frito Vegecampo frasco 550 g,"0,95 €
(1,73 €/KILO)"
"Aceites, salsas y especias",Tomate,Tomate frito casero Vegecampo frasco 350 g,"1,59 €
(4,54 €/KILO)"
"Aceites, salsas y especias",Tomate,Tomate triturado Vegecampo lata 390 g,"0,72 €
(1,85 €/KILO)"
"Aceites, salsas y especias",Tomate,Tomate frito casero con aceite de oliva Hida lata 340 g,"1,54 €
(4,53 €/KILO)"
"Aceites, salsas y especias",Tomate,Tomate frito Solís brik 350 g,"0,79 €
(2,26 €/KILO)"
"Aceites, salsas y especias",Tomate,Sofrito tomate y cebolla Gallina Blanca frasco 350 g,"2,39 €
(6,83 €/KILO)"
"Aceites, salsas y especias",Tomate,Tomate frito con aceite de oliva Vegecampo brik 390 g,"0,95 €
(2,44 €/KILO)"
"Aceites, salsas y especias",Mayonesa y otras salsas,Mayonesa Salseo frasco 450 ml,"1,35 €
(3,00 €/LITRO)"
"Aceites, salsas y especias",Mayonesa y otras salsas,Mayonesa Salseo bote 500 ml,"1,89 €
(3,78 €/LITRO)"
"Aceites, salsas y especias",Mayonesa y otras salsas,Gran mayonesa Hellmanns frasco 450 ml,"3,25 €
(7,22 €/LITRO)"
"Aceites, salsas y especias",Mayonesa y otras salsas,Mayonesa Ybarra frasco 400 ml,"2,19 €
(5,48 €/LITRO)"
"Aceites, salsas y especias",Mayonesa y otras salsas,Salsa bechamel Al Diante brik 500 ml,"1,75 €
(3,50 €/LITRO)"
"Aceites, salsas y especias",Mayonesa y otras salsas,Mayonesa Hellmanns bote 430 ml,"3,25 €
(7,56 €/LITRO)"
"Aceites, salsas y especias",Mayonesa y otras salsas,Mayonesa casera Calvé frasco 430 ml,"1,99 €
(4,63 €/LITRO)"
"Aceites, salsas y especias",Mayonesa y otras salsas,Salsa fina original Ligeresa frasco 425 ml,"2,65 €
(6,24 €/LITRO)"
"Aceites, salsas y especias",Mayonesa y otras salsas,Salsa boloñesa Al Diante frasco 300 g,"1,65 €
(5,50 €/KILO)"
"Aceites, salsas y especias",Mayonesa y otras salsas,Ketchup Salseo bote 560 g,"1,25 €
(2,23 €/KILO)"
"Aceites, salsas y especias",Sal y especias,Bicarbonato sódico Carmencita bolsa 1 Kg,"3,92 €
(3,92 €/KILO)"
"Aceites, salsas y especias",Sal y especias,Ajo en polvo Vegecampo frasco 85 g,"0,85 €
(10,00 €/KILO)"
"Aceites, salsas y especias",Sal y especias,Sal marina yodada Dia bolsa 1 Kg,"0,35 €
(0,35 €/KILO)"
"Aceites, salsas y especias",Sal y especias,Sal marina de mesa fina Dia bolsa 1 Kg,"0,35 €
(0,35 €/KILO)"
"Aceites, salsas y especias",Sal y especias,Orégano Vegecampo frasco 15 g,"0,65 €
(43,33 €/KILO)"
"Aceites, salsas y especias",Sal y especias,Orégano en hoja Dani frasco 60 g,"2,49 €
(41,50 €/KILO)"
"Aceites, salsas y especias",Sal y especias,Hojas de laurel Dani bolsa 10 g,"0,89 €
(89,00 €/KILO)"
"Aceites, salsas y especias",Sal y especias,Perejil Vegecampo frasco 13 g,"0,69 €
(53,08 €/KILO)"
"Aceites, salsas y especias",Sal y especias,Cebolla en polvo Vegecampo frasco 60 g,"0,95 €
(15,83 €/KILO)"
"Aceites, salsas y especias",Sal y especias,Ajo molido Dani frasco 55 g,"1,63 €
(29,64 €/KILO)"
"Conservas, caldos y cremas","Atún, bonito y caballa",Atún claro en aceite de oliva Mari Marinera lata 6 x 60 g,"5,25 €
(14,58 €/KILO)"
"Conservas, caldos y cremas","Atún, bonito y caballa",Atún claro al natural Mari Marinera lata 6 x 60 g,"3,79 €
(10,53 €/KILO)"
"Conservas, caldos y cremas","Atún, bonito y caballa",Atún en aceite de girasol Mari Marinera lata 6 x 52 g,"3,95 €
(12,66 €/KILO)"
"Conservas, caldos y cremas","Atún, bonito y caballa",Atún en aceite de oliva Calvo lata 3 x 52 g,"3,95 €
(25,32 €/KILO)"
"Conservas, caldos y cremas","Atún, bonito y caballa",Atún claro al natural Calvo lata 3 x 52 g,"3,50 €
(20,83 €/KILO)"
"Conservas, caldos y cremas","Atún, bonito y caballa",Atún en aceite de girasol Isabel lata 650 g,"9,49 €
(14,60 €/KILO)"
"Conservas, caldos y cremas","Atún, bonito y caballa",Atún en aceite de girasol Mari Marinera lata 650 g,"6,99 €
(10,75 €/KILO)"
"Conservas, caldos y cremas","Atún, bonito y caballa",Atún claro en aceite de girasol Mari Marinera lata 6 x 70 g,"3,49 €
(10,39 €/KILO)"
"Conservas, caldos y cremas","Atún, bonito y caballa",Atún claro en escabeche Mari Marinera lata 6 x 60 g,"4,75 €
(13,19 €/KILO)"
"Conservas, caldos y cremas","Atún, bonito y caballa",Filetes de caballa del sur en aceite de oliva Mari Marinera lata 85 g,"1,55 €
(18,24 €/KILO)"
"Conservas, caldos y cremas",Berberechos,Berberechos al natural Dani lata 63 g,"3,10 €
(49,21 €/KILO)"
"Conservas, caldos y cremas",Berberechos,Berberechos al natural 60/90 piezas Mari Marinera lata 63 g,"2,59 €
(41,11 €/KILO)"
"Conservas, caldos y cremas",Berberechos,Berberechos al natural 55/65 piezas Dani lata 63 g,"3,89 €
(61,75 €/KILO)"
"Conservas, caldos y cremas",Berberechos,Berberechos al natural 45/55 piezas Mari Marinera lata 63 g,"3,69 €
(58,57 €/KILO)"
"Conservas, caldos y cremas",Berberechos,Berberechos al natural 45/55 piezas Cabo de Peñas lata 63 g,"4,35 €
(69,05 €/KILO)"
"Conservas, caldos y cremas",Berberechos,Berberechos al natural Sagres lata 58 g,"2,00 €
(34,48 €/KILO)"
"Conservas, caldos y cremas",Berberechos,Berberechos al natural Dani lata 90 g,"3,89 €
(43,22 €/KILO)"
"Conservas, caldos y cremas",Mejillones,Mejillones en escabeche Mari Marinera lata 3 x 43 g,"2,29 €
(17,75 €/KILO)"
"Conservas, caldos y cremas",Mejillones,Mejillones al natural 14/18 piezas Mari Marinera lata 69 g,"1,49 €
(21,59 €/KILO)"
"Conservas, caldos y cremas",Mejillones,Mejillones en escabeche Isabel lata 3 x 43 g,"3,39 €
(26,28 €/KILO)"
"Conservas, caldos y cremas",Mejillones,Mejillones en escabeche 13/18 piezas Mari Marinera lata 69 g,"1,79 €
(25,94 €/KILO)"
"Conservas, caldos y cremas",Mejillones,Mejillones en escabeche 13/18 piezas Calvo lata 69 g,"2,35 €
(34,06 €/KILO)"
"Conservas, caldos y cremas",Mejillones,Mejillones en escabeche picantes 14/18 piezas Mari Marinera lata 69 g,"1,79 €
(25,94 €/KILO)"
"Conservas, caldos y cremas",Mejillones,Mejillones en salsa vieira 14/18 piezas Mari Marinera lata 69 g,"1,89 €
(27,39 €/KILO)"
"Conservas, caldos y cremas",Mejillones,Mejillones picantes 13/18 piezas Isabel lata 69 g,"2,25 €
(32,61 €/KILO)"
"Conservas, caldos y cremas",Mejillones,Mejillones en escabeche 8/12 piezas Isabel lata 69 g,"3,79 €
(54,93 €/KILO)"
"Conservas, caldos y cremas",Mejillones,Mejillones en escabeche pequeños Isabel lata 69 g,"1,65 €
(23,91 €/KILO)"
"Conservas, caldos y cremas",Sardinas y sardinillas,Sardinillas en aceite de oliva Mari Marinera lata 2 x 62 g,"1,89 €
(15,24 €/KILO)"
"Conservas, caldos y cremas",Sardinas y sardinillas,Sardinas en aceite de oliva Mari Marinera lata 85 g,"0,99 €
(11,65 €/KILO)"
"Conservas, caldos y cremas",Sardinas y sardinillas,Sardinillas en aceite de girasol Mari Marinera lata 2 x 65 g,"1,69 €
(13,00 €/KILO)"
"Conservas, caldos y cremas",Sardinas y sardinillas,Sardinillas en aceite de oliva bajo en sal Mari Marinera lata 2 x 65 g,"1,89 €
(14,54 €/KILO)"
"Conservas, caldos y cremas",Sardinas y sardinillas,Sardinas en aceite de oliva Albo lata 85 g,"2,15 €
(25,29 €/KILO)"
"Conservas, caldos y cremas",Sardinas y sardinillas,Sardinillas en aceite de oliva bajo en sal Calvo lata 60 g,"1,75 €
(29,17 €/KILO)"
"Conservas, caldos y cremas",Sardinas y sardinillas,Sardinillas en tomate Mari Marinera lata 62 g,"0,75 €
(12,10 €/KILO)"
"Conservas, caldos y cremas",Sardinas y sardinillas,Sardinillas en aceite picante Mari Marinera lata 62 g,"0,95 €
(15,32 €/KILO)"
"Conservas, caldos y cremas",Sardinas y sardinillas,Sardinillas en escabeche Mari Marinera lata 65 g,"0,95 €
(14,62 €/KILO)"
"Conservas, caldos y cremas",Sardinas y sardinillas,Sardinas en tomate Mari Marinera lata 85 g,"0,85 €
(10,00 €/KILO)"
"Conservas, caldos y cremas",Otras conservas de pescado,Melva en aceite de oliva Mari Marinera lata 85 g,"2,15 €
(25,29 €/KILO)"
"Conservas, caldos y cremas",Otras conservas de pescado,Trozos de calamar en salsa americana Lamberti lata 3 x 51 g,"2,00 €
(13,07 €/KILO)"
"Conservas, caldos y cremas",Otras conservas de pescado,Trozos de calamar en su tinta Lamberti lata 3 x 51 g,"2,00 €
(13,07 €/KILO)"
"Conservas, caldos y cremas",Otras conservas de pescado,Almejón natural Galica lata 63 g,"1,45 €
(23,02 €/KILO)"
"Conservas, caldos y cremas",Otras conservas de pescado,Zamburiña en salsa vieira Galica lata 63 g,"2,20 €
(34,92 €/KILO)"
"Conservas, caldos y cremas",Otras conservas de pescado,Tacos de potón al ajillo Mari Marinera lata 72 g,"1,29 €
(17,92 €/KILO)"
"Conservas, caldos y cremas",Otras conservas de pescado,Maravillas de mar al ajillo Mari Marinera lata 50 g,"1,45 €
(29,00 €/KILO)"
"Conservas, caldos y cremas",Otras conservas de pescado,Ensalada mediterránea de atún Al Punto lata 150 g,"1,25 €
(8,33 €/KILO)"
"Conservas, caldos y cremas",Otras conservas de pescado,Calamares en su tinta Albo lata 72 g,"2,59 €
(35,97 €/KILO)"
"Conservas, caldos y cremas",Otras conservas de pescado,Chipirones rellenos en salsa americana Lamberti lata 72 g,"2,45 €
(34,03 €/KILO)"
"Conservas, caldos y cremas",Conservas vegetales,Maíz dulce Vegecampo lata 3 x 140 g,"1,79 €
(4,26 €/KILO)"
"Conservas, caldos y cremas",Conservas vegetales,Judías verdes cortadas categoría extra Vegecampo frasco 360 g,"1,35 €
(3,75 €/KILO)"
"Conservas, caldos y cremas",Conservas vegetales,Alubias blancas extra Vegecampo frasco 400 g,"0,75 €
(1,88 €/KILO)"
"Conservas, caldos y cremas",Conservas vegetales,Champiñones laminados Vegecampo lata 185 g,"1,00 €
(5,41 €/KILO)"
"Conservas, caldos y cremas",Conservas vegetales,Espárragos blancos medianos extra Vegecampo frasco 205 g,"2,00 €
(9,76 €/KILO)"
"Conservas, caldos y cremas",Conservas vegetales,Pimientos del piquillo en tiras con ajo Vegecampo frasco 225 g,"0,95 €
(4,22 €/KILO)"
"Conservas, caldos y cremas",Conservas vegetales,Champiñón laminado Vegecampo lata 3 x 105 g,"2,35 €
(7,46 €/KILO)"
"Conservas, caldos y cremas",Conservas vegetales,Judías verdes redondas Vegecampo frasco 360 g,"1,35 €
(3,75 €/KILO)"
"Conservas, caldos y cremas",Conservas vegetales,Espárragos blancos muy gruesos 6/9 piezas Vegecampo frasco 325 g,"3,00 €
(9,23 €/KILO)"
"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",Puré de patatas Patatas Unidas caja 500 g,"1,95 €
(3,90 €/KILO)"
"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",Pastillas de caldo de pollo Gallina Blanca Avecrem caja 24 unidades,"2,95 €
(0,12 €/UNIDAD)"
"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",Caldo de carne Knorr caja 18 unidades,"1,99 €
(0,11 €/UNIDAD)"
"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",Pastillas de caldo de pollo Gallina Blanca Avecrem caja 8 unidades,"1,00 €
(0,13 €/UNIDAD)"
"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",Caldo de pollo Al Punto caja 24 unidades,"1,50 €
(0,06 €/UNIDAD)"
"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",Sopa de pollo con fideos Al Punto sobre 71 g,"0,55 €
(7,75 €/KILO)"
"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",Sopa de pollo con fideos Gallina Blanca sobre 71 g,"0,85 €
(11,97 €/KILO)"
"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",Sopa maravilla Al Punto sobre 90 g,"0,55 €
(6,11 €/KILO)"
"Conservas, caldos y cremas","Sopas, caldos y purés deshidratados",Caldo de verduras Al Punto caja 12 unidades,"0,85 €
(0,07 €/UNIDAD)"
"Conservas, caldos y cremas",Cremas y caldos líquidos,Caldo de pollo casero Al Punto brik 1 l,"0,80 €
(0,80 €/LITRO)"
"Conservas, caldos y cremas",Cremas y caldos líquidos,Caldo de cocido Al Punto brik 1 l,"0,90 €
(0,90 €/LITRO)"
"Conservas, caldos y cremas",Cremas y caldos líquidos,Caldo casero de pollo 100% natural Gallina Blanca brik 1 l,"2,20 €
(2,20 €/LITRO)"
"Conservas, caldos y cremas",Cremas y caldos líquidos,Caldo casero de cocido 100% natural Gallina Blanca brik 1 l,"2,20 €
(2,20 €/LITRO)"
"Conservas, caldos y cremas",Cremas y caldos líquidos,Crema de calabaza Al Punto brik 500 ml,"1,10 €
(2,20 €/LITRO)"
"Conservas, caldos y cremas",Cremas y caldos líquidos,Crema de calabacín con queso Al Punto brik 500 ml,"1,10 €
(2,20 €/LITRO)"
"Conservas, caldos y cremas",Cremas y caldos líquidos,Crema de verduras Al Punto brik 500 ml,"1,10 €
(2,20 €/LITRO)"
"Conservas, caldos y cremas",Cremas y caldos líquidos,Caldo de verduras Al Punto brik 1 l,"1,00 €
(1,00 €/LITRO)"
"Conservas, caldos y cremas",Cremas y caldos líquidos,Caldo de pollo 100% natural Gallina Blanca brik 2 x 1 l,"4,09 €
(2,05 €/LITRO)"
"Panes, harinas y masas",Pan recien horneado,Barra de pan El molino de Dia bolsa 250 g,"0,48 €
(1,92 €/KILO)"
"Panes, harinas y masas",Pan recien horneado,Chapata de cristal 2 unidades bolsa 190 g,"1,71 €
(9,00 €/KILO)"
"Panes, harinas y masas",Pan recien horneado,Barra de pan baguette El molino de Dia bolsa 250 g,"0,54 €
(2,16 €/KILO)"
"Panes, harinas y masas",Pan recien horneado,Barra de pan chapata El molino de Dia bolsa 300 g,"0,65 €
(2,17 €/KILO)"
"Panes, harinas y masas",Pan recien horneado,Hogaza El molino de Dia bolsa 350 g,"0,99 €
(2,83 €/KILO)"
"Panes, harinas y masas",Pan recien horneado,Barra de pan de picos El molino de Dia bolsa 260 g,"0,68 €
(2,62 €/KILO)"
"Panes, harinas y masas",Pan recien horneado,Hogaza de centeno y avena El molino de Dia bolsa 500 g,"2,05 €
(4,10 €/KILO)"
"Panes, harinas y masas",Pan recien horneado,Pan de centeno 100% de masa madre El molino de Dia 450 g,"0,99 €
(2,20 €/KILO)"
